FRQ, BETA, SPEED, GROUP, Mode, Mod(F), Pha(F), Re(F), Im(F) 
-3.000000e-02, 135.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 135.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 135.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 180.000000, 0.000000, 0, 1, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 180.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 180.000000, 0.000000, 0, 3, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 180.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 180.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 180.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 225.000000, 0.000000, 0, 1, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 225.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 225.000000, 0.000000, 0, 3, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 225.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 225.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 225.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 270.000000, 0.000000, 0, 1, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 270.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 270.000000, 0.000000, 0, 3, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 270.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 270.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 270.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 315.000000, 0.000000, 0, 1, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 315.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 315.000000, 0.000000, 0, 3, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 315.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 315.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 315.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 360.000000, 0.000000, 0, 1, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 360.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 360.000000, 0.000000, 0, 3, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 360.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 360.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 360.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 0.000000, 0.000000, 0, 1, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 0.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 0.000000, 0.000000, 0, 3, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 0.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 0.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 0.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 45.000000, 0.000000, 0, 1, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 45.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 45.000000, 0.000000, 0, 3, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 45.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 45.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 45.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 90.000000, 0.000000, 0, 1, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 90.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 90.000000, 0.000000, 0, 3, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 90.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 90.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 90.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 135.000000, 0.000000, 0, 1, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 135.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 135.000000, 0.000000, 0, 3, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 135.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 135.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 135.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 180.000000, 0.000000, 0, 1, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 180.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 180.000000, 0.000000, 0, 3, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 180.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 180.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 180.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 225.000000, 0.000000, 0, 1, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 225.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 225.000000, 0.000000, 0, 3, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 225.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 225.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 225.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 270.000000, 0.000000, 0, 1, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 270.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 270.000000, 0.000000, 0, 3, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 270.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 270.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 270.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 315.000000, 0.000000, 0, 1, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 315.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 315.000000, 0.000000, 0, 3, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 315.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 315.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 315.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 360.000000, 0.000000, 0, 1, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 360.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 360.000000, 0.000000, 0, 3, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 360.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 360.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 360.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
3.000000e-02, 0.000000, 0.000000, 0, 1, 4.787327e+00, 81.798749, 6.829148e-01, 4.738368e+00 
3.000000e-02, 0.000000, 0.000000, 0, 2, 1.678477e+00, 0.568250, 1.678395e+00, 1.664658e-02 
3.000000e-02, 0.000000, 0.000000, 0, 3, 6.134916e+03, 0.067196, 6.134912e+03, 7.195016e+00 
3.000000e-02, 0.000000, 0.000000, 0, 4, 9.751021e+00, 0.519356, 9.750620e+00, 8.838666e-02 
3.000000e-02, 0.000000, 0.000000, 0, 5, 7.843319e+04, 1.374454, 7.841062e+04, 1.881333e+03 
3.000000e-02, 0.000000, 0.000000, 0, 6, 1.811410e+02, -179.423599, -1.811319e+02, -1.822265e+00 
3.000000e-02, 45.000000, 0.000000, 0, 1, 3.419610e+00, 78.466810, 6.837016e-01, 3.350565e+00 
3.000000e-02, 45.000000, 0.000000, 0, 2, 3.761353e+00, 63.510874, 1.677669e+00, 3.366483e+00 
3.000000e-02, 45.000000, 0.000000, 0, 3, 6.134957e+03, 0.047515, 6.134955e+03, 5.087729e+00 
3.000000e-02, 45.000000, 0.000000, 0, 4, 1.677812e+01, -54.335624, 9.782251e+00, -1.363132e+01 
3.000000e-02, 45.000000, 0.000000, 0, 5, 7.842337e+04, 0.971969, 7.841209e+04, 1.330315e+03 
3.000000e-02, 45.000000, 0.000000, 0, 6, 1.810838e+02, -175.845506, -1.806080e+02, -1.311881e+01 
3.000000e-02, 90.000000, 0.000000, 0, 1, 6.844886e-01, 0.001904, 6.844886e-01, 2.275070e-05 
3.000000e-02, 90.000000, 0.000000, 0, 2, 5.032465e+00, 70.516823, 1.678478e+00, 4.744303e+00 
3.000000e-02, 90.000000, 0.000000, 0, 3, 6.134997e+03, 0.000001, 6.134997e+03, 7.611906e-05 
3.000000e-02, 90.000000, 0.000000, 0, 4, 2.168250e+01, -63.274103, 9.751115e+00, -1.936612e+01 
3.000000e-02, 90.000000, 0.000000, 0, 5, 7.841355e+04, 0.000006, 7.841355e+04, 8.182998e-03 
3.000000e-02, 90.000000, 0.000000, 0, 6, 1.819119e+02, -174.722981, -1.811409e+02, -1.673066e+01 
3.000000e-02, 135.000000, 0.000000, 0, 1, 3.419579e+00, -78.466700, 6.837018e-01, -3.350533e+00 
3.000000e-02, 135.000000, 0.000000, 0, 2, 3.740987e+00, 63.329004, 1.679204e+00, 3.342941e+00 
3.000000e-02, 135.000000, 0.000000, 0, 3, 6.134957e+03, -0.047514, 6.134955e+03, -5.087622e+00 
3.000000e-02, 135.000000, 0.000000, 0, 4, 1.684353e+01, -54.757002, 9.719484e+00, -1.375632e+01 
3.000000e-02, 135.000000, 0.000000, 0, 5, 7.842337e+04, -0.971961, 7.841209e+04, -1.330304e+03 
3.000000e-02, 135.000000, 0.000000, 0, 6, 1.819704e+02, -176.678941, -1.816648e+02, -1.054172e+01 
3.000000e-02, 180.000000, 0.000000, 0, 1, 4.787327e+00, -81.798749, 6.829148e-01, -4.738368e+00 
3.000000e-02, 180.000000, 0.000000, 0, 2, 1.678477e+00, -0.568250, 1.678395e+00, -1.664658e-02 
3.000000e-02, 180.000000, 0.000000, 0, 3, 6.134916e+03, -0.067196, 6.134912e+03, -7.195016e+00 
3.000000e-02, 180.000000, 0.000000, 0, 4, 9.751021e+00, -0.519356, 9.750620e+00, -8.838666e-02 
3.000000e-02, 180.000000, 0.000000, 0, 5, 7.843319e+04, -1.374454, 7.841062e+04, -1.881333e+03 
3.000000e-02, 180.000000, 0.000000, 0, 6, 1.811410e+02, 179.423599, -1.811319e+02, 1.822265e+00 
3.000000e-02, 225.000000, 0.000000, 0, 1, 3.419610e+00, -78.466810, 6.837016e-01, -3.350565e+00 
3.000000e-02, 225.000000, 0.000000, 0, 2, 3.761353e+00, -63.510874, 1.677669e+00, -3.366483e+00 
3.000000e-02, 225.000000, 0.000000, 0, 3, 6.134957e+03, -0.047515, 6.134955e+03, -5.087729e+00 
3.000000e-02, 225.000000, 0.000000, 0, 4, 1.677812e+01, 54.335624, 9.782251e+00, 1.363132e+01 
3.000000e-02, 225.000000, 0.000000, 0, 5, 7.842337e+04, -0.971969, 7.841209e+04, -1.330315e+03 
3.000000e-02, 225.000000, 0.000000, 0, 6, 1.810838e+02, 175.845506, -1.806080e+02, 1.311881e+01 
3.000000e-02, 270.000000, 0.000000, 0, 1, 6.844886e-01, -0.001904, 6.844886e-01, -2.275070e-05 
3.000000e-02, 270.000000, 0.000000, 0, 2, 5.032465e+00, -70.516823, 1.678478e+00, -4.744303e+00 
3.000000e-02, 270.000000, 0.000000, 0, 3, 6.134997e+03, -0.000001, 6.134997e+03, -7.611906e-05 
3.000000e-02, 270.000000, 0.000000, 0, 4, 2.168250e+01, 63.274103, 9.751115e+00, 1.936612e+01 
3.000000e-02, 270.000000, 0.000000, 0, 5, 7.841355e+04, -0.000006, 7.841355e+04, -8.182998e-03 
3.000000e-02, 270.000000, 0.000000, 0, 6, 1.819119e+02, 174.722981, -1.811409e+02, 1.673066e+01 
3.000000e-02, 315.000000, 0.000000, 0, 1, 3.419579e+00, 78.466700, 6.837018e-01, 3.350533e+00 
3.000000e-02, 315.000000, 0.000000, 0, 2, 3.740987e+00, -63.329004, 1.679204e+00, -3.342941e+00 
3.000000e-02, 315.000000, 0.000000, 0, 3, 6.134957e+03, 0.047514, 6.134955e+03, 5.087622e+00 
3.000000e-02, 315.000000, 0.000000, 0, 4, 1.684353e+01, 54.757002, 9.719484e+00, 1.375632e+01 
3.000000e-02, 315.000000, 0.000000, 0, 5, 7.842337e+04, 0.971961, 7.841209e+04, 1.330304e+03 
3.000000e-02, 315.000000, 0.000000, 0, 6, 1.819704e+02, 176.678941, -1.816648e+02, 1.054172e+01 
3.000000e-02, 360.000000, 0.000000, 0, 1, 4.787327e+00, 81.798749, 6.829148e-01, 4.738368e+00 
3.000000e-02, 360.000000, 0.000000, 0, 2, 1.678477e+00, 0.568250, 1.678395e+00, 1.664658e-02 
3.000000e-02, 360.000000, 0.000000, 0, 3, 6.134916e+03, 0.067196, 6.134912e+03, 7.195016e+00 
3.000000e-02, 360.000000, 0.000000, 0, 4, 9.751021e+00, 0.519356, 9.750620e+00, 8.838666e-02 
3.000000e-02, 360.000000, 0.000000, 0, 5, 7.843319e+04, 1.374454, 7.841062e+04, 1.881333e+03 
3.000000e-02, 360.000000, 0.000000, 0, 6, 1.811410e+02, -179.423599, -1.811319e+02, -1.822265e+00 
6.000000e-02, 0.000000, 0.000000, 0, 1, 1.893680e+01, 87.993301, 6.630977e-01, 1.892519e+01 
6.000000e-02, 0.000000, 0.000000, 0, 2, 1.675550e+00, 2.273334, 1.674231e+00, 6.646364e-02 
6.000000e-02, 0.000000, 0.000000, 0, 3, 6.119465e+03, 0.269240, 6.119397e+03, 2.875599e+01 
6.000000e-02, 0.000000, 0.000000, 0, 4, 9.729898e+00, 2.077064, 9.723506e+00, 3.526472e-01 
6.000000e-02, 0.000000, 0.000000, 0, 5, 7.867487e+04, 5.478641, 7.831547e+04, 7.511458e+03 
6.000000e-02, 0.000000, 0.000000, 0, 6, 1.808531e+02, -177.694680, -1.807067e+02, -7.274737e+00 
6.000000e-02, 45.000000, 0.000000, 0, 1, 1.340033e+01, 87.109779, 6.756779e-01, 1.338329e+01 
6.000000e-02, 45.000000, 0.000000, 0, 2, 1.354913e+01, 82.951424, 1.662624e+00, 1.344673e+01 
6.000000e-02, 45.000000, 0.000000, 0, 3, 6.120113e+03, 0.190381, 6.120079e+03, 2.033576e+01 
6.000000e-02, 45.000000, 0.000000, 0, 4, 5.535410e+01, -79.350913, 1.022907e+01, -5.440076e+01 
6.000000e-02, 45.000000, 0.000000, 0, 5, 7.851876e+04, 3.879035, 7.833888e+04, 5.311812e+03 
6.000000e-02, 45.000000, 0.000000, 0, 6, 1.801339e+02, -163.078963, -1.723353e+02, -5.242860e+01 
6.000000e-02, 90.000000, 0.000000, 0, 1, 6.882614e-01, 0.007591, 6.882614e-01, 9.118380e-05 
6.000000e-02, 90.000000, 0.000000, 0, 2, 1.902555e+01, 84.947452, 1.675568e+00, 1.895162e+01 
6.000000e-02, 90.000000, 0.000000, 0, 3, 6.120762e+03, 0.000003, 6.120762e+03, 3.050303e-04 
6.000000e-02, 90.000000, 0.000000, 0, 4, 7.790595e+01, -82.824320, 9.731396e+00, -7.729577e+01 
6.000000e-02, 90.000000, 0.000000, 0, 5, 7.836230e+04, 0.000024, 7.836230e+04, 3.282757e-02 
6.000000e-02, 90.000000, 0.000000, 0, 6, 1.928209e+02, -159.705788, -1.808514e+02, -6.687819e+01 
6.000000e-02, 135.000000, 0.000000, 0, 1, 1.340020e+01, -87.109742, 6.756801e-01, -1.338316e+01 
6.000000e-02, 135.000000, 0.000000, 0, 2, 1.345889e+01, 82.798589, 1.687175e+00, 1.335272e+01 
6.000000e-02, 135.000000, 0.000000, 0, 3, 6.120113e+03, -0.190377, 6.120079e+03, -2.033532e+01 
6.000000e-02, 135.000000, 0.000000, 0, 4, 5.566936e+01, -80.460621, 9.225828e+00, -5.489956e+01 
6.000000e-02, 135.000000, 0.000000, 0, 5, 7.851876e+04, -3.879002, 7.833888e+04, -5.311766e+03 
6.000000e-02, 135.000000, 0.000000, 0, 6, 1.938581e+02, -167.445315, -1.892228e+02, -4.213920e+01 
6.000000e-02, 180.000000, 0.000000, 0, 1, 1.893680e+01, -87.993301, 6.630977e-01, -1.892519e+01 
6.000000e-02, 180.000000, 0.000000, 0, 2, 1.675550e+00, -2.273334, 1.674231e+00, -6.646364e-02 
6.000000e-02, 180.000000, 0.000000, 0, 3, 6.119465e+03, -0.269240, 6.119397e+03, -2.875599e+01 
6.000000e-02, 180.000000, 0.000000, 0, 4, 9.729898e+00, -2.077064, 9.723506e+00, -3.526472e-01 
6.000000e-02, 180.000000, 0.000000, 0, 5, 7.867487e+04, -5.478641, 7.831547e+04, -7.511458e+03 
6.000000e-02, 180.000000, 0.000000, 0, 6, 1.808531e+02, 177.694680, -1.807067e+02, 7.274737e+00 
6.000000e-02, 225.000000, 0.000000, 0, 1, 1.340033e+01, -87.109779, 6.756779e-01, -1.338329e+01 
6.000000e-02, 225.000000, 0.000000, 0, 2, 1.354913e+01, -82.951424, 1.662624e+00, -1.344673e+01 
6.000000e-02, 225.000000, 0.000000, 0, 3, 6.120113e+03, -0.190381, 6.120079e+03, -2.033576e+01 
6.000000e-02, 225.000000, 0.000000, 0, 4, 5.535410e+01, 79.350913, 1.022907e+01, 5.440076e+01 
6.000000e-02, 225.000000, 0.000000, 0, 5, 7.851876e+04, -3.879035, 7.833888e+04, -5.311812e+03 
6.000000e-02, 225.000000, 0.000000, 0, 6, 1.801339e+02, 163.078963, -1.723353e+02, 5.242860e+01 
6.000000e-02, 270.000000, 0.000000, 0, 1, 6.882614e-01, -0.007591, 6.882614e-01, -9.118380e-05 
6.000000e-02, 270.000000, 0.000000, 0, 2, 1.902555e+01, -84.947452, 1.675568e+00, -1.895162e+01 
6.000000e-02, 270.000000, 0.000000, 0, 3, 6.120762e+03, -0.000003, 6.120762e+03, -3.050303e-04 
6.000000e-02, 270.000000, 0.000000, 0, 4, 7.790595e+01, 82.824320, 9.731396e+00, 7.729577e+01 
6.000000e-02, 270.000000, 0.000000, 0, 5, 7.836230e+04, -0.000024, 7.836230e+04, -3.282757e-02 
6.000000e-02, 270.000000, 0.000000, 0, 6, 1.928209e+02, 159.705788, -1.808514e+02, 6.687819e+01 
6.000000e-02, 315.000000, 0.000000, 0, 1, 1.340020e+01, 87.109742, 6.756801e-01, 1.338316e+01 
6.000000e-02, 315.000000, 0.000000, 0, 2, 1.345889e+01, -82.798589, 1.687175e+00, -1.335272e+01 
6.000000e-02, 315.000000, 0.000000, 0, 3, 6.120113e+03, 0.190377, 6.120079e+03, 2.033532e+01 
6.000000e-02, 315.000000, 0.000000, 0, 4, 5.566936e+01, 80.460621, 9.225828e+00, 5.489956e+01 
6.000000e-02, 315.000000, 0.000000, 0, 5, 7.851876e+04, 3.879002, 7.833888e+04, 5.311766e+03 
6.000000e-02, 315.000000, 0.000000, 0, 6, 1.938581e+02, 167.445315, -1.892228e+02, 4.213920e+01 
6.000000e-02, 360.000000, 0.000000, 0, 1, 1.893680e+01, 87.993301, 6.630977e-01, 1.892519e+01 
6.000000e-02, 360.000000, 0.000000, 0, 2, 1.675550e+00, 2.273334, 1.674231e+00, 6.646364e-02 
6.000000e-02, 360.000000, 0.000000, 0, 3, 6.119465e+03, 0.269240, 6.119397e+03, 2.875599e+01 
6.000000e-02, 360.000000, 0.000000, 0, 4, 9.729898e+00, 2.077064, 9.723506e+00, 3.526472e-01 
6.000000e-02, 360.000000, 0.000000, 0, 5, 7.867487e+04, 5.478641, 7.831547e+04, 7.511458e+03 
6.000000e-02, 360.000000, 0.000000, 0, 6, 1.808531e+02, -177.694680, -1.807067e+02, -7.274737e+00 
9.000000e-02, 0.000000, 0.000000, 0, 1, 4.246186e+01, 89.234466, 5.673196e-01, 4.245807e+01 
9.000000e-02, 0.000000, 0.000000, 0, 2, 1.670641e+00, 5.116338, 1.663985e+00, 1.489850e-01 
9.000000e-02, 0.000000, 0.000000, 0, 3, 6.090498e+03, 0.607525, 6.090156e+03, 6.457827e+01 
9.000000e-02, 0.000000, 0.000000, 0, 4, 9.691113e+00, 4.672882, 9.658900e+00, 7.895039e-01 
9.000000e-02, 0.000000, 0.000000, 0, 5, 7.983569e+04, 12.178968, 7.803886e+04, 1.684262e+04 
9.000000e-02, 0.000000, 0.000000, 0, 6, 1.803783e+02, -174.814162, -1.796399e+02, -1.630375e+01 
9.000000e-02, 45.000000, 0.000000, 0, 1, 3.004158e+01, 88.796625, 6.309125e-01, 3.003495e+01 
9.000000e-02, 45.000000, 0.000000, 0, 2, 3.021945e+01, 86.954952, 1.605290e+00, 3.017678e+01 
9.000000e-02, 45.000000, 0.000000, 0, 3, 6.093770e+03, 0.429567, 6.093598e+03, 4.568678e+01 
9.000000e-02, 45.000000, 0.000000, 0, 4, 1.225114e+02, -84.278595, 1.221334e+01, -1.219011e+02 
9.000000e-02, 45.000000, 0.000000, 0, 5, 7.906009e+04, 8.667209, 7.815725e+04, 1.191397e+04 
9.000000e-02, 45.000000, 0.000000, 0, 6, 1.809180e+02, -139.395039, -1.373557e+02, -1.177487e+02 
9.000000e-02, 90.000000, 0.000000, 0, 1, 6.945451e-01, 0.016980, 6.945450e-01, 2.058374e-04 
9.000000e-02, 90.000000, 0.000000, 0, 2, 4.257774e+01, 87.751169, 1.670726e+00, 4.254495e+01 
